"Groupe";"pid";"Etablissement";"Groupe.détaillé";"Comparable";"Rentrée";"kpi.ENS.P.effectif";"kpi.ENS.S.titulaires";"kpi.ENS.S.EC";"kpi.ENS.S.DocATER";"kpi.ENS.S.contractuels";"kpi.ETU.P.effectif";"kpi.ETU.S.cycle1_L";"kpi.ETU.S.cycle2_M";"kpi.ETU.S.cycle3_D";"kpi.ETU.S.DU_DE";"kpi.BIA.P.effectif";"kpi.BIA.S.A";"kpi.BIA.S.B";"kpi.BIA.S.C";"kpi.BIA.S.titulaires";"kpi.FIN.P.ressources";"kpi.FIN.S.masseSalariale";"kpi.FIN.S.SCSP";"kpi.FIN.S.recettesFormation";"kpi.FIN.S.recettesRecherche";"kpi.FIN.S.investissements";"kpi.IMO.P.batiments";"kpi.IMO.S.état_satisfaisant";"kpi.IMO.S.énergie_ABC";"kpi.IMO.S.GES_ABC";"kpi.IMO.S.propriété_propre";"kpi.K.dotPres";"kpi.K.resPetu";"kpi.K.forPetu";"kpi.K.recPect";"kpi.K.ensPetu";"kpi.K.titPper";"kpi.K.biaPper";"kpi.K.dotPetu"
"Universités et assimilés";"pVJpw";"Centre universitaire de Mayotte";"Universités et assimilés";FALSE;2022;NA;NA;NA;NA;NA;1359;1359;0;0;107;NA;NA;NA;NA;NA;9861901;1864023;3723800;292832;1152521;0;4;0;0;0;3;0,377594542877687;7256,7336276674;215,47608535688;NA;NA;NA;NA;2740,10301692421
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;6382;4676;1493;213;222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;6171;4459;1482;230;170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;6656;5012;1414;230;187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;7136;5363;1543;230;178;NA;NA;NA;NA;NA;58190984;47917507,52;49444794,82;1785972,5;393384,53;3248646,3;NA;NA;NA;NA;NA;0,84969855158318;8426,14885606719;250,276415358744;NA;NA;NA;NA;7159,68647842456
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2010;NA;326;NA;NA;NA;7356;5349;1777;230;159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2011;NA;336;NA;NA;NA;7525;5407;1892;226;172;NA;NA;NA;NA;NA;64607038,81;53246694,91;54153505,81;2169810,33;812841,18;3052262,13;NA;NA;NA;NA;NA;0,838198233620607;8851,49182216742;288,346887707641;NA;NA;NA;NA;7419,30481024798
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2012;474;332;272;110;28;7344;5354;1769;221;238;NA;NA;NA;NA;NA;68657926,43;55248693,349243;56204193,91;1912642,75;1431419,16;3865023,45;NA;NA;NA;NA;NA;0,81861187531352;9638,90585848659;260,436104302832;5262,57044117647;5,05405025972203;NA;NA;7890,52280078619
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2013;483;339;272;107;31;7317;5419;1689;209;266;NA;NA;NA;NA;NA;67908201,5;55763664,6774304;56691704,2;2065151,92;1328064;4995150,89;NA;NA;NA;NA;NA;0,834828532456422;9553,77061057963;282,240251469181;4882,58823529412;5,20540236353405;NA;NA;7975,76029825549
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2014;477;336;272;103;31;7382;5755;1424;203;226;NA;NA;NA;NA;NA;67800450;55943516;57066952;1984729,26;1772721,46;2763515;NA;NA;NA;NA;NA;0,841689870789943;9444,27496865859;268,860642102411;6517,35830882353;5,11213260899847;NA;NA;7949,15057807494
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2015;507;361;269;101;16;7837;5982;1655;200;327;390;114;88;188;268;67351106;56043960;56823713;NA;NA;1979307;NA;NA;NA;NA;NA;0,843693836297209;8819,05276941207;NA;NA;4,93649338745581;0,701226309921962;0,434782608695652;7440,5804635328
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2016;495;355;259;104;10;8051;6194;1659;198;337;379;114;87;178;266;70210243;57461784;59349975;NA;NA;2124001;22;10;6;7;1;0,845317897560901;8940,56322424551;NA;NA;4,64790525913664;0,710526315789474;0,433638443935927;7557,61810772953
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2017;475;331;255;98;19;8201;6382;1610;209;265;393;115;89;189;259;73426902;59373828;59856949;1755392;1558205;3094460;20;10;6;7;0;0,815190990898676;9187,5503003003;214,046091940007;6110,60784313726;4,37937937937938;0,679723502304147;0,452764976958525;7489,60823323323
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2018;478;329;281;97;48;8134;6398;1526;210;304;406;128;92;186;264;74490331;59578028;60874128;2813136;2084209;4268404;20;12;6;7;0;0,817208450852501;9400,59704694599;345,849028768134;7417,11387900356;4,75769813225644;0,670814479638009;0,459276018099547;7682,24734982332
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2019;470;331;281;88;47;8281;6455;1615;211;331;426;152;89;185;263;74479711;60799820;62250819;1966757;4366852;3693404;20;12;12;14;0;0,835809083630843;9229,2083023544;237,502354788069;15540,3985765125;4,68401486988848;0,662946428571429;0,475446428571429;7713,856133829
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2020;443;328;248;94;17;8154;6232;1734;188;231;424;154;82;188;251;81375482;62784848;63839202;2024807;3713292;3109889;21;12;10;9;0;0,784501675824175;10215,3504895807;248,320701496198;14972,9516129032;4,33090635199598;0,667820069204152;0,489042675893887;8013,95957820738
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2021;491;332;284;103;53;8193;6261;1747;185;306;455;172;101;182;240;85935270;66303229;66782377;2411739;6830324;3348061;21;12;10;9;0;0,777124188938954;10731,1775724276;294,365800073233;24050,4366197183;4,80769230769231;0,604651162790698;0,480972515856237;8339,45766733267
"Universités et assimilés";"atbEK";"La Rochelle Université";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;7702;5942;1572;188;323;NA;NA;NA;NA;NA;99788473;76576254;66842121;3021989;8404702;20264209;21;12;10;9;0;0,669838098434476;13280,3397657706;392,36419111919;NA;NA;NA;NA;8895,6775352675
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;8078;6141;1699;238;198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;8140;6267;1620;253;196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;8364;6382;1725;257;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;9624;7428;1947;249;262;NA;NA;NA;NA;NA;24357845,77;9737303,45;12376941,82;3763993,69;669228,59;3322283,21;NA;NA;NA;NA;NA;0,508129575040002;2598,17021546667;391,104913757273;NA;NA;NA;NA;1320,20712746667
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2010;NA;448;NA;NA;NA;9763;6990;2519;254;294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2011;NA;448;NA;NA;NA;9771;6990;2516;265;293;NA;NA;NA;NA;NA;74845669,28;63764816,1;65461584,32;3792932,07;1177119,24;5336928,78;NA;NA;NA;NA;NA;0,874620869179566;7873,51875447086;388,182588271415;NA;NA;NA;NA;6886,34381653692
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2012;586;444;377;101;36;9937;6911;2748;278;254;NA;NA;NA;NA;NA;77145183,82;65855053,3228255;67015932;4194238,61;912797,67;4232558,05;NA;NA;NA;NA;NA;0,868698843940353;7986,87067191221;422,082983797927;2421,21397877984;4,96945853608034;NA;NA;6938,18531939124
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2013;607;459;384;104;39;9799;7052;2486;261;334;NA;NA;NA;NA;NA;79801212,24;67457782,4903055;68468374,68;4797603,38;1516857,16;3878966,05;NA;NA;NA;NA;NA;0,857986649050934;8366,66096036905;489,601324624962;3950,14885416667;5,22122038163137;NA;NA;7178,48340113231
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2014;601;460;391;96;40;9177;6744;2174;259;252;NA;NA;NA;NA;NA;81308110;68221674;69507136;4496403;1667154,24;3298212;NA;NA;NA;NA;NA;0,854861046456497;9117,30320699708;489,96436744034;4263,82158567775;5,60663825969948;NA;NA;7794,02736039471
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2015;621;459;362;109;18;9144;6759;2117;268;295;531;183;104;244;275;81823964;69990060;69873700;NA;NA;4482753;NA;NA;NA;NA;NA;0,85395153918478;9218,56286615593;NA;NA;5,37404236142407;0,637152777777778;0,4609375;7872,20594862551
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2016;644;468;375;117;22;8985;6641;2081;263;250;523;159;118;246;278;85146024;72977689;71627679;NA;NA;4716208;62;0;0;0;0;0,841233396875936;9762,21325384086;NA;NA;5,61797752808989;0,639245929734362;0,448157669237361;8212,29981655584
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2017;641;461;374;114;31;9430;6797;2368;265;360;561;174;123;264;280;86753573;73750415;72950962;5192709;2757617;4155006;62;0;0;0;0;0,840898645177415;9465,74719039826;550,658430540827;7373,30748663102;5,36824877250409;0,616472545757072;0,466722129783694;7959,73398799782
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2018;633;464;393;116;46;9709;7062;2365;282;289;557;187;123;247;295;88599297;74662993;73773461;4726617;3963752;4962634;62;1;0;0;0;0,832664180168382;9398,46154662141;486,828406633021;10085,8829516539;5,40999257452;0,63781512605042;0,468067226890756;7825,76227856158
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2019;630;449;378;127;47;10029;7374;2378;277;333;560;188;115;257;288;89167073;75793876;75732595;3706296;3100230;4556650;62;47;21;31;0;0,84933364359734;9143,46523789992;369,557882141789;8201,66666666667;5,08613617719442;0,619327731092437;0,470588235294118;7765,85264561116
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2020;638;459;395;122;50;10524;7699;2585;240;328;559;186;126;247;281;92670541;77986259;78218981;3502312;2316640;6235655;62;47;21;31;0;0,844054433652222;9011,13778685336;332,792854427974;5864,91139240506;4,94943601711396;0,618212197159566;0,467000835421888;7605,89080124465
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2021;657;459;406;127;64;10262;7450;2578;234;300;593;212;139;242;270;99548611;83409196;80078655;3249658;3484118;5622421;61;46;22;32;0;0,804417602572074;9927,06531711209;316,669070356656;8581,57142857143;5,21539688871161;0,5832;0,4744;7985,50608296769
"Universités et assimilés";"9xlel";"Le Mans Université";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;9823;7023;2590;210;348;NA;NA;NA;NA;NA;101145253;86836998;80346401;3539779;2688670;9337944;61;46;22;32;0;0,794366503784414;10521,715697493;360,35620482541;NA;NA;NA;NA;8358,09851243108
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;35059;20426;13262;1371;2104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;33738;19701;12655;1382;1765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;33591;19301;12918;1372;1884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;33977;19444;13273;1260;1679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2010;NA;1509;NA;NA;NA;33081;19793;12044;1244;1919;NA;NA;NA;NA;NA;259330277,35;224028964,49;229366462,05;15064300,82;1054682,12;16109622,67;NA;NA;NA;NA;NA;0,884456934199164;8145,56262681785;455,376222605121;NA;NA;NA;NA;7204,39934824261
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2011;NA;1511;NA;NA;NA;32794;19692;11876;1226;2127;NA;NA;NA;NA;NA;266435229,61;231660771,28;231722960,35;18693371,99;1309789,67;NA;NA;NA;NA;NA;NA;0,86971591815838;8440,04148536493;570,024150454351;NA;NA;NA;NA;7340,43842973898
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2012;1966;1534;1252;364;43;33485;19825;12431;1229;2157;NA;NA;NA;NA;NA;283685067,9;235561452,576987;236744762,22;20016435,49;3895323,87;16060872,01;NA;NA;NA;NA;NA;0,834533745369543;8794,79997209821;597,773196655219;3111,28104632588;4,8890128968254;NA;NA;7339,55736049107
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2013;1929;1532;1298;295;78;35299;20476;13616;1207;2199;NA;NA;NA;NA;NA;275180615,5;236982537,739075;236681977,45;20064046,2;2875570,31;10973478,89;NA;NA;NA;NA;NA;0,860096838652503;8071,70642672768;568,402679962605;2215,38544684129;4,72251554616919;NA;NA;6942,44918015957
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2014;1930;1529;1273;314;63;37969;21796;14971;1202;2383;NA;NA;NA;NA;NA;291544061;238629578;242021307;22675373,11;3721433,7;14797387;NA;NA;NA;NA;NA;0,830136296276672;7929,50365817173;597,207540625247;2923,35718774548;4,32996980988386;NA;NA;6582,568798107
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2015;1912;1523;1214;279;43;38469;22035;15237;1197;2597;1817;587;451;779;1079;296349941;240286886;240417854;NA;NA;17598395;NA;NA;NA;NA;NA;0,811263377305683;7951,00721721399;NA;NA;4,20154539600773;0,697774202198981;0,487262000536337;6450,36096801889
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2016;1974;1533;1232;317;57;39955;23164;15612;1179;2752;1889;633;458;798;1098;302907209;248025499;245184304;NA;NA;28544006;118;100;59;77;2;0,809437004848571;7811,71882092016;NA;NA;4,10047452032185;0,681076883251359;0,488998187936837;6323,09428512482
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2017;1930;1455;1234;329;77;39036;22507;15423;1106;2439;1907;644;471;792;1083;309309842;251546501;249628224;20831515;16809611;20800495;123;107;66;85;3;0,807049081871763;8154,75460058002;533,648811353622;13622,0510534846;4,03901924597944;0,661454261141517;0,497002866823039;6581,28721328764
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2018;1975;1545;1292;295;115;39203;22742;15401;1060;2421;1888;654;455;779;1119;319854045;258279302;249404942;19165094;14756762;21056908;120;106;66;84;3;0,779746093253252;8385,65516608552;488,86804581282;11421,6424148607;4,35204362530477;0,689619466735698;0,488739321770645;6538,68185512414
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2019;1994;1538;1283;319;120;40033;22925;16088;1020;2406;1919;701;455;763;1106;323674700;264156158;255108889;16081111;11395316;16659296;120;106;67;84;3;0,788164441026747;8296,58575346679;401,696375490221;8881,77396726422;4,24986542947223;0,675696396626629;0,490416560184002;6539,07387281163
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2020;2058;1521;1289;367;149;40093;22931;16265;897;2549;1992;777;472;743;1102;336765924;270080984;260721757;18453271;16502444;21752570;120;106;61;76;3;0,774192809959003;8591,84416777222;460,261666625097;12802,5166795966;4,26063884069803;0,647654320987654;0,491851851851852;6651,74397897745
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2021;2315;1613;1436;463;216;43089;22579;19233;1277;2747;2310;1011;532;767;1136;360153300;285514966;267741215;26690169;28419025;373282267;122;107;62;77;4;0,743409028877425;8613,63484167225;619,419550233238;19790,4073816156;4,37434229407826;0,594378378378378;0,499459459459459;6403,45391275232
"Universités et assimilés";"qUCQp";"Nantes Université";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;41188;21916;18073;1199;2863;NA;NA;NA;NA;NA;358904193;289828079;270119369;26231643;13039495;29295581;122;107;62;77;4;0,75262249443823;8975,07297006677;636,875861901525;NA;NA;NA;NA;6754,84180649679
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;51424;22092;23510;5822;5391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;49228;20965;22795;5468;5070;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;47864;20621;21913;5330;5191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;48337;20904;22067;5366;5062;NA;NA;NA;NA;NA;449200107,05;353211886,81;364756534,36;20154952,25;24623581,95;33253855,94;NA;NA;NA;NA;NA;0,812013462675777;10453,5641956203;416,967380060823;NA;NA;NA;NA;8488,43485978916
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2010;NA;2647;NA;NA;NA;46826;22056;19577;5193;5520;NA;NA;NA;NA;NA;558545425,37;465297789,54;470806715,95;23043503,15;32714980,8;33400986,03;NA;NA;NA;NA;NA;0,842915713861807;13415,9302805467;492,109151966856;NA;NA;NA;NA;11308,4984495472
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2011;NA;2650;NA;NA;NA;47598;21909;20790;4899;5541;NA;NA;NA;NA;NA;569711027,97;471964730,45;475236072,63;21951484,79;36629247,21;21515776,24;NA;NA;NA;NA;NA;0,83417039393351;13342,4911115014;461,185024370772;NA;NA;NA;NA;11129,9110665355
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2012;4119;2613;2576;1289;163;47925;22236;20830;4859;5409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,44592021548321;NA;NA;NA
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2013;4350;2639;2558;1527;129;48954;22006;22304;4644;5941;NA;NA;NA;NA;NA;599900649,2;490191663,661503;481726715,98;23036633,47;58955250,44;19211563,26;NA;NA;NA;NA;NA;0,80301082624666;13538,7192326789;470,577143236508;23047,4004847537;6,24689686301061;NA;NA;10871,738117355
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2014;4362;2613;2570;1525;170;49667;22330;23002;4335;6016;NA;NA;NA;NA;NA;617702468;490466880;481461502;NA;NA;26576828;NA;NA;NA;NA;NA;0,779439174913577;13626,1905056031;NA;NA;6,13915115150446;NA;NA;10620,7866849025
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2015;4240;2592;2382;1444;15;49962;22656;23204;4102;6253;4147;1413;914;1820;2263;611988838;492098620;482433535;NA;NA;29951281;NA;NA;NA;NA;NA;0,788304467409257;13344,7195377235;NA;NA;5,68469254252072;0,57887206390843;0,494455705258138;10519,702027911
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2016;4246;2564;2348;1541;13;50646;22816;23797;4033;6137;4148;1441;923;1784;2235;626485314;496561143;490987964;NA;NA;24954008;57;26;1;1;11;0,783718234135653;13440,1414626821;NA;NA;5,52850063287066;0,571717893733619;0,494162497021682;10533,2839336666
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2017;4222;2530;2309;1553;18;50741;23425;23417;3899;5727;3661;1471;922;1268;2172;621240360;500966506;491033068;23195648;42173198;16111254;70;36;2;2;14;0,790407545317886;13262,4644549763;457,138172286711;18264,7024686011;5,43956278553435;0,596473423823418;0,464417100088799;10482,7519747235
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2018;4111;2532;2378;1458;95;49708;22990;23199;3519;5378;3635;1464;935;1236;2219;634808624;491995025;490017729;22071764;50574961;19295218;72;39;3;2;15;0,771914102099533;13743,7187209076;444,0284058904;21267,8557611438;5,68750135313603;0,613348825200103;0,469274464239608;10608,9702959579
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2019;4105;2503;2351;1449;96;48236;22127;22779;3330;4807;3579;1472;954;1153;2238;629713751;495117376;492543045;21721232;42338059;20858026;68;37;4;3;16;0,782169746520272;14022,9312564023;450,311634463886;18008,532113994;5,78764530352291;0,61699635606455;0,465773034877668;10968,3125862914
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2020;4094;2492;2329;1449;96;47856;22395;22776;2685;4667;3603;1565;979;1059;2236;656006412;503839386;499058252;28641956;48723505;33081979;63;37;4;3;15;0,760752094599953;14522,7338779305;598,502925442996;20920,354229283;5,72933962055301;0,614265298168117;0,468104456281668;11048,2002169534
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2021;4305;2492;2346;1669;86;48971;22334;24216;2421;6327;3677;1605;1056;1016;2210;674682123;519124711;512069611;28207934;34977713;37615574;63;40;5;5;15;0,758979071096567;14493,7083351235;576,013028118683;14909,5110826939;5,53813104189044;0,589075419694312;0,460661488348785;11000,4212889366
"Universités et assimilés";"bxPQe";"Sorbonne Université";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;49020;21808;24331;2881;7072;NA;NA;NA;NA;NA;776958445;576043604;517735673;23419999;34121305;79481925;63;40;5;5;20;0,666362115415323;16839,5163527601;477,76415748674;NA;NA;NA;NA;11221,2157393962
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;15327;11514;2891;922;1134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;15005;11389;2723;893;1278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;14138;10671;2621;846;904;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;14979;11412;2774;793;1283;NA;NA;NA;NA;NA;22110310,06;11781578,39;13297814,08;3875205,05;386801,4;3912918,62;NA;NA;NA;NA;NA;0,601430465873801;1558,60073734668;258,709196208025;NA;NA;NA;NA;937,389967573664
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2010;NA;483;NA;NA;NA;15208;11325;3146;737;1150;NA;NA;NA;NA;NA;81423438,29;69290067,31;72035251,94;3023761,2;370519,5;6303706,63;NA;NA;NA;NA;NA;0,884699215027463;5626,66286296731;198,827012098895;NA;NA;NA;NA;4977,90421809136
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2011;NA;457;NA;NA;NA;14512;10743;3084;685;636;NA;NA;NA;NA;NA;81308418,94;68701966,65;71416073,46;3652955,75;408419,68;3281659,1;NA;NA;NA;NA;NA;0,878335532667289;5880,40926737542;251,719663037486;NA;NA;NA;NA;5164,97240616186
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2012;620;461;453;75;52;14203;10558;3005;640;917;NA;NA;NA;NA;NA;82432220,28;70324003,3806656;72656980,33;3764732,13;1587905,97;1986630,98;NA;NA;NA;NA;NA;0,881414816720984;6077,72766202168;265,065981130747;3505,31119205298;3,78234903782349;NA;NA;5356,99921330089
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2013;626;475;463;72;53;14216;10921;2653;642;1036;NA;NA;NA;NA;NA;84043435,92;71365872,7073633;73831513,33;3858107,15;1833619,31;1565994,34;NA;NA;NA;NA;NA;0,878492323901172;6191,50109916016;271,391892937535;3960,30088552916;3,88978930307942;NA;NA;5439,18618903787
"Universités et assimilés";"Mz90U";"Université Bordeaux Montaigne";"Universités et assimilés";TRUE;2014;608;473;455;63;47;14563;11321;2636;606;1011;NA;NA;NA;NA;NA;84661692;72022109;74692741;4001686,84;1813957,02;3530015;NA;NA;NA;NA;NA;0,882249565718578;6065,89467650641;274,784511433084;3986,71872527473;3,72572902486208;NA;NA;5351,63294404242
