uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0753486G;2016;396218.0;-2669295.0;214.260331433706;2.31692948451868;848938.0;35791711.0;97.6830705154813;;;31486781.0;85.9340155246704;;36.8253543397241;3661229.0;36640649.0;12.115410401164;;662275.0;;6330524.0;63.673643319259;TDBM;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0753494R;2016;20025113.0;15746096.0;34.0238229866668;8.28441840998567;6813309.0;75429145.0;91.7155815900143;;;26769187.0;32.5491102198872;;88.4019777766273;18522460.0;82242454.0;66.4839293341125;;7416783.0;;2776364.0;13.2507274210784;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753494R;Muséum national d'histoire naturelle;75105;Paris 5e;A01;Paris;R11;Île-de-France
0755598C;2016;0.0;-23523963.0;;5.81709933739601;205555.0;3328078.0;94.1828723631253;;;1126208.0;31.8710992706092;;262.234382727809;2424268.0;3533634.0;8.65949897470989;;205555.0;331141;25948231.0;2806.83420280414;TDBM;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755598C;Université Sorbonne Paris Cité;75113;Paris 13e;A01;Paris;R11;Île-de-France
0755700N;2016;8400.0;-802881.0;2203.0;1.92732204906541;185052.0;9416457.0;98.0726779509346;;;7525284.0;78.3760552638132;;30.537154260886;798755.0;9601509.0;76.23771430095;;185052.0;;1601636.0;61.2320493790818;TDBM;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755700N;Université de recherche Paris sciences et lettres - PSL Research University;75105;Paris 5e;A01;Paris;R11;Île-de-France
075CAMPU;2016;862052.0;-40699966.0;;9.83291499948097;2568934.0;23556930.0;90.167085000519;;;14798167.0;56.6418281898735;;180.104865956642;11785327.0;26125864.0;79.0931966881555;;89215.0;1865425;52485293.0;802.086922192323;TDBM;;;;;;075CAMPU;;;;;;;
0760165S;2016;3779217.0;-6210610.0;19.8858387861824;2.32457203001604;751529.0;31579171.0;97.678276736751;;;24933404.0;77.1220984838777;;36.9726741718457;3243240.0;32329779.0;27.2352619546208;;921.0;;9453850.0;107.77312678664;TDBM;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie
0761904G;2016;9810719.0;-14517268.0;85.810795314798;4.15939097585256;8418656.0;193982005.0;95.8403575433877;;;164566115.0;81.3068990658503;;43.415812925534;23394129.0;202401170.0;14.9996143796995;;3225660.0;10979723;37911397.0;70.3575721882037;TDBM;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0761904G;Université de Rouen;76451;Mont-Saint-Aignan;A21;Rouen;R28;Normandie
0762762P;2016;3206655.0;-1863252.0;109.690191180529;5.15804528340092;3517386.0;64707130.0;94.889303220889;;;55788467.0;81.8105943099557;;57.0173549653647;10248415.0;68192228.0;12.549947774107;;2214273.0;92849;12111667.0;67.3836116669059;TDBM;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0762762P;Université du Havre;76351;Le Havre;A21;Rouen;R28;Normandie
0860856N;2016;;;;;;211386017.0;;;;;;;;;;;;;;;;TDBM;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0860856N;Université de Poitiers;86194;Poitiers;A13;Poitiers;R75;Nouvelle-Aquitaine
0870669E;2016;24115330.0;965624.0;3.62976165;0.617356577577111;875329.0;142614782.0;100.584093212296;;;117682101.0;82.9994426272223;;27.2266890258262;10785912.0;141786616.0;18.6710810560568;;;;9820288.0;24.7891812505102;TDBM;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine
0870862P;2016;1084733.0;19478.0;;;-79936.0;1797814.0;104.043172545502;;;513548.0;29.7200729187766;;199.93841409623;998478.0;1727950.0;56.1111721982696;;;;979000.0;196.038077353942;TDBM;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0870669E;ENSCI LIMOGES;;;;;;
0912274C;2016;0.0;-1603376.0;;0.257698897490366;7212.0;2791402.0;99.7422653705494;;;1008169.0;36.0238546566784;;54.0058938125;418756.0;2798615.0;100.0;;;1617227;2022132.0;260.789209150097;TDBM;;;communauté d'universités et établissements;;communauté d'universités et établissements;0912274C;Université Paris-Saclay;;;;;;
0921204J;2016;10781707.0;-5532822.0;32.8651390730614;1.93034874721021;3543423.0;175760623.0;98.0696512527898;;;153107040.0;83.4080443833729;;66.027253103139;33017378.0;183563877.0;11.5805529646772;;;;38550200.0;77.0916398199951;TDBM;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0921204J;Université Paris Nanterre;92050;Nanterre;A25;Versailles;R11;Île-de-France
0931238R;2016;10800022.0;-6648305.0;51.738116829762;3.21918664108476;5587728.0;169988041.0;97.9330473371946;;;142972591.0;82.3689798409075;;20.6893763779536;9769296.0;173575770.0;17.7189321988893;;1071623.0;3016699;16417601.0;34.7691303766481;TDBM;2010;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0931238R;Université Paris 13 - Paris Nord;93079;Villetaneuse;A24;Créteil;R11;Île-de-France
0941111X;2016;17558495.0;-11637858.0;37.0161907384431;2.88600507606737;6499486.0;218141261.0;96.8625498302076;;;181906042.0;80.7728119699502;;43.7736048477321;26524526.0;225207019.0;16.0437255288211;;2580594.0;1927897;38162384.0;62.9796407017194;TDBM;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0941111X;Université Paris-Est Créteil Val-de-Marne;94028;Créteil;A24;Créteil;R11;Île-de-France
1270009V;2016;262900.0;-425448.0;176.216432103461;6.34499471539198;463273.0;6838120.0;93.655005284608;;;4773283.0;65.3749633802755;;153.040853333957;2906977.0;7301393.0;15.0196544686747;;210265.0;561566;3332425.0;175.439009552333;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
9730429D;2016;47692607.0;486084.0;2.700846276;6.44752136344857;1288104.0;18466800.0;92.4343744872557;;;15491427.0;77.5413371379982;;65.7726168042108;3373916.0;19978282.0;14.3263519856212;;1099308.0;1116203;2887832.0;56.2966794463578;TDBM;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9730429D;Université de Guyane;97302;Cayenne;A33;Guyane;R03;Guyane
9740478B;2016;4369533.0;-5177129.0;129.847537482839;5.45108832910178;5673731.0;98390600.0;94.5296580598061;;;84584215.0;81.2650489092162;;45.9919972029848;12569945.0;104084371.0;12.2121965842499;;3442418.0;8471796;17747074.0;64.9345226068344;TDBM;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9740478B;Université de La Réunion;97411;Saint-Denis;A28;La Réunion;R04;La Réunion
9830445S;2016;2681420.0;-891158.0;78.0383528130617;7.69667224789942;2092536.0;25095006.0;92.3033277521006;;;20496985.0;75.3910927291625;;146.883020470288;10238973.0;27187542.0;11.1588278190062;;1291095.0;;11130131.0;159.667113050302;TDBM;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9830445S;Université de la Nouvelle-Calédonie;98818;Nouméa;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer
0141720U;2017;2335203.0;93873.0;63.5037724771679;9.47865911165191;1482942.0;14162119.0;90.5213408883481;;;10927761.0;69.8479922833155;;129.49168977;5094102.0;15645061.0;22.9458677086654;;623820.0;-352036;5000229.0;127.10544517;TDBM;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0141720U;École nationale supérieure d'ingénieurs de Caen;14118;Caen;A05;Caen;R28;Normandie
0250082D;2017;1931604.0;-1228692.0;32.2710555579715;12.8270137528196;623349.0;4236309.0;87.1729862471804;;;1592692.0;32.7737466299069;;146.36289279;1722329.0;4859658.0;35.9641357478242;;;435695;2951021.0;250.77669264;TDBM;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0310152X;2017;6553339.0;-5340055.0;56.7529315971599;6.57184698184325;3719212.0;52187660.0;92.2155864899504;;;41859782.0;73.9662277916172;;74.430084813;10789811.0;56593101.0;29.7930590514911;;2163917.0;1550016;16129866.0;111.26675846;TDBM;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311381H;2017;10376717.0;-4506664.0;30.0567703638829;3.3253862132945;3118906.0;90543288.0;96.5375043754296;;;66968124.0;71.4015992401813;;84.941774149;21363632.0;93790790.0;37.542363168068;;412671.0;-7947852;25870296.0;102.86026458;TDBM;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0311381H;Institut national polytechnique de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311382J;2017;14504123.0;-5437649.0;51.1047169139423;7.30284076939481;7412291.0;83753780.0;82.5170678235546;;;77150711.0;76.0115000448035;;122.44799411;28487451.0;101498735.0;17.6948037825299;;4612105.0;681166;33925100.0;145.820714;TDBM;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311384L;2017;11531149.0;1106105.0;24.3830601789986;0.821354478532202;2811647.0;339506692.0;99.1786458135935;;;284068019.0;82.9835820831778;;18.684975199;17621317.0;342318338.0;16.2280645917368;;;-2934174;16515212.0;17.512103473;TDBM;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311384L;2017;;;;;;;;;;;;;;;;;;;;;;TDBM;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0311384L;Université de Toulouse 3 - Paul Sabatier;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2017;207649178.0;-15183424.0;;;-3599864.0;22716019.0;118.831527574452;;;3794475.0;19.8495722596934;;299.62147681;18906131.0;19116155.0;93.0292258040385;;;-2730980;34089555.0;540.2460616;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
0312758E;2017;;;;;;;;;;;;;;;;;;;;;;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0312758E;Université fédérale de Toulouse Midi-Pyrénées;31555;Toulouse;A16;Toulouse;R76;Occitanie
0341920C;2017;13559382.0;518113.0;-0.356963171330375;-0.0932387048384535;-48402.0;51960320.0;100.093238704838;;;763025.0;1.4698455179406;;94.122515027;13585100.0;51911918.0;54.9137849231462;;;-13546996;13066987.0;90.532839675;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0341920C;ABES - Agence bibliographique de l'enseignement supérieur;;;;;;
0350936C;2017;15575797.0;-10545780.0;;-0.286656780121558;-720047.0;251907896.0;100.286656780122;;;210765997.0;83.9077199948474;;20.064350504;14039912.0;251187849.0;18.9491156477079;;;-3433520;24585692.0;35.135258801;TDBM;2010;B;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0350936C;Université de Rennes 1;35238;Rennes;A14;Rennes;R53;Bretagne
0381912X;2017;4943794.0;-14446538.0;128.04295648241;5.93624708189706;6330180.0;100269051.0;94.0292158206145;;;76787941.0;72.0093568723376;;81.268451618;22635307.0;106636060.0;27.5854237300215;;4176830.0;985961;37081845.0;133.13643708;TDBM;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0421095M;2017;8462334.0;-5138583.0;69.7800157734261;4.64882958573205;5905018.0;121116586.0;95.3511688397327;;;103356403.0;81.3691514812055;;50.122519801;16862968.0;127021606.0;17.4528945886576;;2344479.0;2871971;22001551.0;65.396149459;TDBM;2009;A;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0421095M;Université Jean Monnet;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0542493S;2017;75774272.0;25494640.0;21.7598197446226;2.93700017947068;16488345.0;544883059.0;97.0577484928617;;;465016575.0;82.83146454249;;68.7069872;103992426.0;561400885.0;15.0569714545427;;6791860.0;-30655082;78497786.0;51.862876801;TDBM;2012;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0542493S;Université de Lorraine;54395;Nancy;A12;Nancy-Metz;R44;Grand Est
0593560Z;2017;;;;;;;;;;;;;;;;;;;;;;TDBM;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0597065J;Université LILLE 2 - DROIT ET SANTÉ;;;;;;
0595964M;2017;3624562.0;-4152530.0;55.1622237390338;2.46276983238415;1999389.0;79185177.0;97.5372301676158;;;68461412.0;84.3281123163238;;33.222517896;7307586.0;81184566.0;13.0219886868644;;419964.0;-1864965;11460116.0;52.101187575;TDBM;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France
0623957P;2017;3758132.0;-5679651.0;11.6969813726607;0.466747961176297;439588.0;94031388.0;99.8411208576607;;;77003327.0;81.7609804658947;;69.130503529;18056770.0;94181022.0;11.0017557465027;;;-1753894;23736421.0;90.875097579;TDBM;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France
0671451N;2017;956374.0;-122255.0;166.060557898897;25.9394932443248;1588160.0;4534397.0;74.0605230887231;;;1176035.0;19.208235906703;;224.80762051;2831575.0;6122556.0;39.565126068263;;1023762.0;969813;2953830.0;234.51382841;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;
0691774D;2017;;;;;;;;;;;;;;;;;;;;;;TDBM;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692437Z;2017;13428479.0;-2061806.0;13.3401854372338;1.62714637024447;1791384.0;108302215.0;98.3728536297555;;;92207464.0;83.7537012483351;;31.18525803;9381757.0;110093599.0;19.3695511761769;;381096.0;-3250004;11443563.0;38.038766612;TDBM;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692459Y;2017;229829.0;776846.0;200.194057320878;16.4858884028642;460104.0;2330792.0;83.5141115971358;;;912252.0;32.6867070646846;;385.03883658;2492904.0;2790896.0;19.8137444032311;;131687.0;228617;1716058.0;265.05191368;TDBM;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0694094A;2017;33255118.0;-663392.0;5.03771780331677;3.92693500933916;1675299.0;40986446.0;96.0730649906608;;;13466791.0;31.566432643578;;330.6833581;37648710.0;42661745.0;87.7538389486881;;1340065.0;-20969512;38312102.0;336.51018973;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0694094A;Université de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0694123G;2017;;;;;;;;;;;;;;;;;;;;;;TDBM;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0730858L;2017;9861113.0;-7274320.0;25.3210362765339;2.36725046784259;2496936.0;102784774.0;97.4463519844301;;;87891450.0;83.3265554791407;;34.094805131;9734519.0;105478319.0;15.8271710795846;;879457.0;-210661;17008839.0;59.572851131;TDBM;2011;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0730858L;Université de Savoie;73065;Chambéry;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0751794T;2017;371883.0;-2234239.0;98.3075322077105;3.7236071472186;365589.0;9452553.0;96.2764030380089;;;7583147.0;77.2360775833226;;99.57496562;2614549.0;9818141.0;19.141780506106;;65299.0;1372172;4848788.0;184.66584424;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;0751794T;École française d'Extrême-Orient;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753488J;2017;459799.0;-867526.0;133.356749362221;4.95274172010834;613173.0;11767302.0;95.0472502026578;;;7453429.0;60.2030891219368;;223.70716754;7312305.0;12380476.0;37.9673043265865;;203729.0;850215;8179831.0;250.24760646;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753488J;Institut national des langues et civilisations orientales;75113;Paris 13e;A01;Paris;R11;Île-de-France
0753496T;2017;2712618.0;-3916935.0;60.7841944571628;12.4609274185778;1648843.0;11583262.0;87.5390725814222;;;5453598.0;41.2148936242571;;174.74871241;5622667.0;13232105.0;48.6588037201942;;1051708.0;-410829;9539602.0;296.48442036;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753496T;Observatoire de Paris;75114;Paris 14e;A01;Paris;R11;Île-de-France
0755581J;2017;507249.0;337760.0;;;-502780.0;1310048.0;162.281671018794;;;478432.0;59.2655722758737;;259.49690393;944315.0;807268.0;56.7880802905603;;;292474;606555.0;166.68076284;TDBM;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755581J;Hautes Études-Sorbonne-Arts et Métiers;75105;Paris 5e;A01;Paris;R11;Île-de-France
0783617H;2017;876.0;0.0;39752.5114155251;37.3420320906078;348232.0;584315.0;62.6579679093922;;;4628.0;0.496275254759278;;705.39582246;1144926.0;932547.0;78.5533597770407;;341656.0;317215;1144926.0;705.39582246;TDBM;;;communauté d'universités et établissements;;communauté d'universités et établissements;0783617H;Université Paris-Seine;;;;;;
0911101C;2017;46988271.0;-41582567.0;25.4177707453845;3.53698217411621;11943371.0;325727853.0;96.4630178258838;;;272217963.0;80.6162751374988;;56.881081152;51465979.0;337671224.0;16.5671517215219;;5853337.0;12494557;93048546.0;102.83884615;TDBM;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France
0911975C;2017;4104813.0;-1306734.0;132.45124686557;6.41967358739872;5436876.0;79253972.0;93.5803264126013;;;65822291.0;77.7206658740741;;101.67406272;22383537.0;84690848.0;18.9592469306719;;4420792.0;3489810;23690271.0;107.60971778;TDBM;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0911975C;Université d'Évry-Val d'Essonne;91228;Évry;A25;Versailles;R11;Île-de-France
0941111X;2017;9374274.0;-18599622.0;78.6444582268451;3.20865501175417;7372347.0;222591566.0;96.8781778475849;;;186277838.0;81.0734110151667;;43.196281929;26708689.0;229764402.0;15.6204306183166;;3373797.0;-6904155;45308311.0;73.277672884;TDBM;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0941111X;Université Paris-Est Créteil Val-de-Marne;94028;Créteil;A24;Créteil;R11;Île-de-France
0951376E;2017;1383573.0;51333.0;43.3129296394191;13.1811045305716;599266.0;3947136.0;86.8188954694283;;;1605671.0;35.3174004410521;;540.54549932;5926685.0;4546402.0;48.8548966853349;;270502.0;211362;5875352.0;535.86365405;TDBM;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France
1270009V;2017;313866.0;115401.0;145.292258479733;6.25421126510415;456023.0;6835433.0;93.7458024495797;;;5007983.0;68.6829034808553;;160.58790716;3049133.0;7291455.0;14.2906319794883;;373211.0;-309754;2933732.0;154.51011223;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
3010001R;2017;205362.0;-289114.0;508.079878458527;17.3520288128662;1043403.0;4969744.0;82.6479711871338;;;3430491.0;57.0498442828689;;128.2398369;1770331.0;6013147.0;12.9389652373375;;907980.0;944419;2059445.0;149.18277481;TDBM;;C;école française à l'étranger;GR40;écoles françaises à l'étranger;3010001R;Institut français d'archéologie orientale du Caire;;Le Caire;A99;Étranger;R99;Étranger
9740478B;2017;8451580.0;-4496231.0;49.4689040392447;3.67077029753431;4180904.0;106552305.0;93.5513076425138;;;90779322.0;79.7028678075131;;45.226843661;13386179.0;113897184.0;14.5590693445064;;2637088.0;393149;17882410.0;60.417910246;TDBM;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9740478B;Université de La Réunion;97411;Saint-Denis;A28;La Réunion;R04;La Réunion
0060099A;2018;1347280.0;181117.0;50.4911376996615;19.4628842825058;680257.0;2814894.0;80.5371443285696;;;948497.0;27.1375191336566;;219.127782431594;1713393.0;3495150.0;46.5384318269602;;128445.0;-333395;1532276.0;195.964522998024;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0060099A;Observatoire de la côte d'azur;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0060931E;2018;13079733.0;-15675562.0;103.336237826873;6.03305582085244;13516104.0;210518023.0;93.966943732787;;;179031349.0;79.9125341296215;;28.3996393030919;16607322.0;224034128.0;15.1550477166586;;7796405.0;9366498;32282884.0;55.2059062420513;TDBM;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0060931E;Université Nice - Sophia-Antipolis;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0101060Y;2018;2871041.0;-523100.0;49.3216571968147;3.88005157893352;1416045.0;34989659.0;95.8738469817665;;;28475742.0;78.0253083118147;;44.3757259823538;4313032.0;36495520.0;31.9167612901529;;205648.0;1657433;4836132.0;49.7577732895311;TDBM;2009;B;université technologique;GR50;écoles d'ingénieurs;0101060Y;Université de technologie de Troyes;10387;Troyes;A19;Reims;R44;Grand Est
0130221V;2018;1154806.0;-825650.0;41.2864152074028;10.1451862721295;476778.0;4222771.0;89.8548137278705;;;2176792.0;46.3191680733619;;180.748300109099;2120163.0;4699549.0;54.2614833891507;;215769.0;-796386;2945813.0;251.136677788116;TDBM;;C;institut d'études politiques;GR20;instituts d'études politiques;0130221V;Institut d'études politiques d'Aix-en-Provence;13001;Aix-en-Provence;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur
0141408E;2018;4186389.0;-10486856.0;144.852043133115;2.74699486353224;6064070.0;227531904.0;103.070870154485;;;184580126.0;83.6139190398748;;24.3360336843136;15381178.0;220752870.0;13.8809203250676;;3006824.0;8858430;25868034.0;40.9282921484277;TDBM;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0141408E;Université de Caen Normandie;14118;Caen;A05;Caen;R28;Normandie
0333232J;2018;2978220.0;-1022496.0;75.1922289152581;16.3222427739278;2239390.0;11033545.0;80.4202037818588;;;4484614.0;32.6870078259505;;345.161410951784;10578761.0;13719867.0;49.8299728415735;;309712.0;610777;11601257.0;378.523178180721;TDBM;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0333232J;Institut polytechnique de Bordeaux;33522;Talence;A04;Bordeaux;R75;Nouvelle-Aquitaine
0352440M;2018;650897.0;-1113232.0;68.8758743702921;2.25968627069883;448311.0;19391213.0;97.7403137293012;;;16314216.0;82.2308841683903;;41.7259013141674;2247544.0;19839524.0;5.04293348973493;;65591.0;668921;3360776.0;62.3931757131439;TDBM;2014;C;école normale supérieure;GR30;écoles normales supérieures;0352440M;École normale supérieure de Rennes;35047;Bruz;A14;Rennes;R53;Bretagne
0381912X;2018;5584524.0;-24584791.0;115.174972835644;5.88742261490823;6431974.0;102817427.0;94.112576469755;;;77215790.0;70.6784555214316;;86.6291653067724;24741633.0;109249402.0;28.1687976653639;;2496243.0;13829914;49326424.0;172.709171568746;TDBM;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0440984F;2018;20800495.0;-36432424.0;41.2623113055723;2.77481147851739;8582765.0;300111654.0;97.0262220107435;;;251546501.0;81.3250879356112;;25.191970452437;21001122.0;309309842.0;19.2950918128237;;3004873.0;12588803;57433546.0;68.8946140025605;TDBM;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire
0601223D;2018;4453834.0;5547200.0;77.6517490324067;5.48385618561466;3458480.0;59604478.0;94.5104165328795;;;46810360.0;74.2237289898595;;145.009988679039;24009013.0;63066570.0;24.4892611093326;;2907936.0;1679667;18461813.0;111.505928799511;TDBM;2010;C;université technologique;GR50;écoles d'ingénieurs;0601223D;Université de technologie de Compiègne;60159;Compiègne;A20;Amiens;R32;Hauts-de-France
0640251A;2018;5284365.0;-19253815.0;35.2201257861635;1.64581134574852;1861160.0;111212302.0;98.3442951806456;;;96643986.0;85.4616307341447;;0.639246546663516;197478.0;113084650.0;19.4058751563541;;-453363.0;1694319;19451293.0;62.9648461012883;TDBM;2010;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0640251A;Université de Pau et des Pays de l'Adour;64445;Pau;A04;Bordeaux;R75;Nouvelle-Aquitaine
0691775E;2018;3590405.0;-12111114.0;245.131315269447;6.40037402728657;8801207.0;128709616.0;93.5996259727134;;;112588046.0;81.8757706075252;;121.146005749873;43312933.0;137510823.0;13.9352602085728;;5260671.0;8463852;55424047.0;155.02071671164;TDBM;2012;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0691775E;Université Lumière - Lyon 2;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692437Z;2018;4685356.0;-4700100.0;85.2106862317399;3.55630436672963;3992424.0;108270858.0;96.4436956332704;;;92584632.0;82.4709828098559;;49.3418533729547;14839680.0;112263282.0;19.3887855514504;;2518014.0;2322132;19539780.0;64.9696597028907;TDBM;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0694123G;2018;5404388.0;-9943200.0;95.8076659188793;4.06534295713972;5177818.0;122187033.0;95.9346570428603;;;94725324.0;74.373206780574;;52.9345669601454;17966438.0;127364851.0;11.8988079372071;;2133738.0;5627555;27909638.0;82.2302451684869;TDBM;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
