uai - identifiant;Libellé;sigle;type d'établissement;Secteur d'établissement;Établissements d'enseignement supérieur accrédités à délivrer le doctorat;localisation;Site internet;Géolocalisation;siret;siren;Identifiant wikidata;Elément wikidata;Identifiant ETER;Identifiant ROR;Elément ROR;Identifiant GRID;Elément GRID;Identifiant OrgRef;Identifiant ISNI;Elément ISNI;Identifiant Funding Data;Elément Funding Data;rattachement_identifiants;rattachement;dernier_decret_legifrance;Code commune;Commune;Code unité urbaine;Unité urbaine;Code département;Département;Code académie;Académie;Code région;Région;Ancien code région;Ancienne région;Mention distribution;Adresse;Lieu dit;Boite postale;Code postal;Localité;Pays;Numéro de téléphone;qualification_court;Qualification;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_viadeo;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_googleplus;implantations;mooc;Page Wikipédia en français;Page Wikipédia en anglais;English name;Site internet en anglais;Site internet en chinois;Site internet en espagnol;Site internet en allemand;Site internet en italien;Identifiant interne;Anciens codes uai;Identifiant dataESR;article;universités fusionnées;Vague contractuelle
0753431X;Institut d'études politiques de Paris;IEP de Paris;Grand établissement;Public;Oui;Île-de-France>Paris>Paris 7e;http://www.sciencespo.fr/;48.8541,2.3284;19753431600017;197534316;Q859363;https://www.wikidata.org/entity/Q859363;FR0189;05fe7ax82;https://ror.org/05fe7ax82;grid.451239.8;https://www.grid.ac/institutes/grid.451239.8;1050922;0000 0001 2153 2557;http://isni.org/isni/0000000121532557;;;;;;75107;Paris 7e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;27 RUE SAINT GUILLAUME;;;75337;PARIS CEDEX 07;France;0145495050;;;https://www.facebook.com/sciencespo;https://twitter.com/sciencespo;;;;http://www.sciencespo.fr/news-rss.xml;https://www.linkedin.com/edu/school?id=12454;;;;;;https://www.youtube.com/user/sciencespo;https://vimeo.com/sciencespo;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753431X;https://www.fun-mooc.fr/universities/SciencesPo/;https://fr.wikipedia.org/wiki/Institut_d%27%C3%A9tudes_politiques_de_Paris;https://en.wikipedia.org/wiki/Sciences_Po;Paris Institute of political studies;;;;;;u79ZJ;;;à l';;Vague D
0350097R;Institut national des sciences appliquées de Rennes;INSA Rennes;École;Public;Oui;Bretagne>Rennes>Ille-et-Vilaine>Rennes;http://www.insa-rennes.fr/;48.1216,-1.63297;19350097200016;193500972;Q1934614;https://www.wikidata.org/entity/Q1934614;FR0061;04xaa4j22;https://ror.org/04xaa4j22;grid.424700.5;https://www.grid.ac/institutes/grid.424700.5;2202640;0000 0001 2190 8462;http://isni.org/isni/0000000121908462;;;;;Abrogé;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;20 AVENUE DES BUTTES DE COESMES;;;35708;RENNES CEDEX 7;France;0223238200;;;https://www.facebook.com/pages/INSA-de-Rennes-Page-Officielle/182840505091727;;;;;;;;;;;;https://www.youtube.com/user/INSAdeRennes?feature=watch;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0350097R;;https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Rennes;https://en.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Rennes;;;;;;;3GxJ8;;;à l';;Vague B
0760165S;Institut national des sciences appliquées de Rouen;INSA Rouen;École;Public;Oui;Normandie>Seine-Maritime>Rouen>Saint-Étienne-du-Rouvray;https://www.insa-rouen.fr/;49.3858,1.06927;19760165100023;197601651;Q1665112;https://www.wikidata.org/entity/Q1665112;FR0217;020ws7586;https://ror.org/020ws7586;grid.435013.0;https://www.grid.ac/institutes/grid.435013.0;8788195;;;501100007850;http://dx.doi.org/10.13039/501100007850;;;Abrogé;76575;Saint-Étienne-du-Rouvray;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;AVENUE DE L'UNIVERSITE;;;76801;ST ETIENNE ROUVRAY CEDEX;France;0232959700;;;https://www.facebook.com/insaderouen;https://twitter.com/insarouen;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0760165S;;https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Rouen;https://en.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Rouen;;;;;;;TeXD3;;;à l';;Vague B
0752559Z;Institut national du sport, de l'expertise et de la performance;INSEP;Grand établissement;Public;;Île-de-France>Paris>Paris 12e;http://www.insep.fr/‎;48.8339,2.45116;13001080400016;130010804;Q3152447;https://www.wikidata.org/entity/Q3152447;;03jczk481;https://ror.org/03jczk481;grid.418501.9;https://www.grid.ac/institutes/grid.418501.9;24921496;0000 0001 2163 2398;http://isni.org/isni/0000000121632398;501100005904;http://dx.doi.org/10.13039/501100005904;;;;75112;Paris 12e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;11 AVENUE DU TREMBLAY;;;75012;PARIS;France;0141744100;;;;https://twitter.com/INSEP_PARIS;;;;http://www.insep.fr/FR/Actualite/_layouts/insepGestionRss.aspx?Sports=&Themes=&StartDate=01/01/0001%2000:00:00&EndDate=01/01/0001%2000:00:00&TypeActu=Actu;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0752559Z;;https://fr.wikipedia.org/wiki/Institut_national_du_sport,_de_l%27expertise_et_de_la_performance;https://en.wikipedia.org/wiki/INSEP;;;;;;;15kV5;;;à l';;
0600071B;Institut polytechnique UniLaSalle;UniLaSalle;École;Privé;;Hauts-de-France>Amiens>Oise>Beauvais;http://www.esitpa.org/;49.57428,2.117996;78050719000012;780507190;Q3152468;https://www.wikidata.org/entity/Q3152468;FR0129;05wy89733;https://ror.org/05wy89733;grid.466354.6;https://www.grid.ac/institutes/grid.466354.6;;0000 0004 0647 2164;http://isni.org/isni/0000000406472164;;;;;;60057;Beauvais;UU60501;Beauvais;D060;Oise;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;19  RUE PIERRE WAGUET;;BP30313;60026;BEAUVAIS CEDEX;France;0344062525;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://fr-fr.facebook.com/Esitpa-Ecole-ding%C3%A9nieurs-en-agriculture-200158773361999/;https://twitter.com/Esitpa;;https://www.flickr.com/photos/111833692@N02/;;;https://www.linkedin.com/company/esitpa-ecole-d%27ing%C3%A9nieurs-en-agriculture;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_polytechnique_LaSalle_Beauvais;https://en.wikipedia.org/wiki/Unilasalle;;;;;;;BmNtV;;;à l';;Vague E
0942193Y;Institut Sup'Biotech de Paris;ISBP;École;Privé;;;https://www.supbiotech.fr/;48.798078,2.35715;47962295300012;479622953;Q1822570;https://www.wikidata.org/entity/Q1822570;;;;;;;;;;;;;;94076;Villejuif;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;66 rue Guy Môquet;;;94800;VILLEJUIF;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;XqK4j;;;à l';;
0692353H;Institut supérieur d’agriculture Rhône-Alpes;Isara-Lyon;École;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 7e;https://www.isara.fr/;45.727895,4.836377;77984505600042;779845056;Q3152527;https://www.wikidata.org/entity/Q3152527;FR0160;03xsqa235;https://ror.org/03xsqa235;grid.434913.8;https://www.grid.ac/institutes/grid.434913.8;;;;;;;;;69387;Lyon 7e;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;23 RUE JEAN BALDASSINI;;;69364;LYON CEDEX 07;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/isaralyon;https://twitter.com/isaralyon;;;;;;;;;;;https://www.youtube.com/channel/UCMzH9pezJ8c1yuIHkAwxCow;;;https://plus.google.com/u/0/102948955616767637648/posts;;;https://fr.wikipedia.org/wiki/Institut_sup%C3%A9rieur_d%27agriculture_et_d%27agroalimentaire_Rh%C3%B4ne-Alpes;;;https://www.isara.fr/en;;;;;n2vXC;;;à l';;
0310144N;Institut supérieur des arts de Toulouse;ISDAT;École;Public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.isdat.fr/;43.600303,1.440054;20002884300015;200028843;Q941853;https://www.wikidata.org/entity/Q941853;FR0031;;;;;;;;;;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;5  QUAI DE LA DAURADE;;;31000;TOULOUSE;France;;;;https://www.facebook.com/isdaT.fr;https://twitter.com/isdaT_fr;https://www.instagram.com/isdat_fr/;;;;https://www.linkedin.com/school/isdat-fr/;;;;;;https://www.youtube.com/channel/UCI-pGBpgE5haGuZRqui515w;;;;;;https://fr.wikipedia.org/wiki/%C3%89cole_sup%C3%A9rieure_des_beaux-arts_de_Toulouse;;;http://www.isdat.fr/en/;;;;;jcUa5;;;à l';;
0752792C;IPAG Business School;;École;Privé;;Île-de-France>Paris>Paris 6e;https://www.ipag.fr/;48.85497,2.331248;78428080200017;784280802;Q24928475;https://www.wikidata.org/entity/Q24928475;;00w56r274;https://ror.org/00w56r274;grid.473649.b;https://www.grid.ac/institutes/grid.473649.b;;;;;;;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;184 BOULEVARD ST GERMAIN;;;75006;PARIS;France;;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/IPAGBusinessSchool/;https://twitter.com/IpagBS;https://www.instagram.com/ipagbusinessschool/;;;;https://www.linkedin.com/school/1212475?pathWildcard=1212475;;;;;;http://www.youtube.com/user/Ipagcommunication;;;;;;https://fr.wikipedia.org/wiki/IPAG_Business_School;;;https://www.ipag.fr/en/;http://www.ipagcn.com/;;;;42F7G;;;à l';;
0632033T;SIGMA Clermont;SIGMA;École;Public;;Auvergne-Rhône-Alpes>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand>Aubière;http://www.sigma-clermont.fr/;45.757469,3.112984;13002191800011;130021918;Q21968199;https://www.wikidata.org/entity/Q21968199;FR0335;02n5evf44;https://ror.org/02n5evf44;grid.466323.6;https://www.grid.ac/institutes/grid.466323.6;;;;;;;;http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031691554&categorieLien=id;63014;Aubière;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes;R83;Auvergne;CAMPUS DES CEZEAUX;27 RUE DE ROCHE GENES;;;63178;AUBIERE CEDEX;France;0473288000;;;https://www.facebook.com/SigmaClermont/;https://twitter.com/sigmaclermont;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0632033T;;https://fr.wikipedia.org/wiki/%C3%89cole_d%27ing%C3%A9nieurs_Sigma_Clermont;;;;;;;;cQN1f;0630095L,0631833A;;à;;Vague A
7200664J;Université de Corse Pasquale Paoli;;Université;Public;Oui;Corse>Haute-Corse>Corte;https://www.universita.corsica/fr/;42.3065,9.15214;19202664900017;192026649;Q335841;https://www.wikidata.org/entity/Q335841;FR0281;050ra0n32;https://ror.org/050ra0n32;grid.412058.a;https://www.grid.ac/institutes/grid.412058.a;13398546;0000 0001 2177 0037;http://isni.org/isni/0000000121770037;;;;;;2B096;Corte;UU2B203;Corte;D02B;Haute-Corse;A27;Corse;R94;Corse;R94;Corse;;7 AVENUE J NICOLI;;BP 52;20250;CORTE;France;0495450000;;;https://www.facebook.com/univcorse;https://twitter.com/univcorse;https://www.instagram.com/univcorse/;;;https://www.universita.corsica/fr/flux-rss/;https://www.linkedin.com/school/108597?pathWildcard=108597;http://fr.viadeo.com/fr/company/universite-de-corse-pasquale-paoli;http://plus.franceculture.fr/partenaires/corse-pasquale-paoli;;;;https://www.youtube.com/c/univcorse;;http://www.dailymotion.com/univcorse;https://plus.google.com/+univcorse;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=7200664J;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Corse-Pascal-Paoli;https://en.wikipedia.org/wiki/University_of_Corsica_Pasquale_Paoli;University of Corsica Pascal Paoli;https://www.universita.corsica/en/;;;;https://www.universita.corsica/it/;NLCOF;;;à l';;Vague C
9740478B;Université de La Réunion;;Université;Public;Oui;La Réunion>Saint-Denis;http://www.univ-reunion.fr/;-20.9019,55.4843;19974478000016;199744780;Q834819;https://www.wikidata.org/entity/Q834819;FR0283;005ypkf75;https://ror.org/005ypkf75;grid.11642.30;https://www.grid.ac/institutes/grid.11642.30;13952707;0000 0001 2111 2608;http://isni.org/isni/0000000121112608;;;;;;97411;Saint-Denis;UU9D603;Saint-Denis;D974;La Réunion;A28;La Réunion;R04;La Réunion;R04;La Réunion;;15 AV RENE CASSIN;;BP 7151;97715;ST DENIS MESSAG CEDEX 9;France;0262938080;;;https://www.facebook.com/pages/Universit%C3%A9-de-La-R%C3%A9union-OFFICIEL/1971768169943;https://twitter.com/Univ_Reunion;;;;http://www.univ-reunion.fr/?type=1;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=9740478B;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_La_R%C3%A9union;https://en.wikipedia.org/wiki/University_of_La_R%C3%A9union;University of La Réunion;;;;;;cEt92;;;à l';;Vague E
0342321N;Université de Montpellier;;Université;Public;Oui;Occitanie>Montpellier>Hérault>Montpellier;http://www.umontpellier.fr/;43.59848,3.896874;13002054800017;130020548;Q776223;https://www.wikidata.org/entity/Q776223;FR0323;051escj72;https://ror.org/051escj72;grid.121334.6;https://www.grid.ac/institutes/grid.121334.6;47000799;0000 0001 2097 0141;http://isni.org/isni/0000000120970141;501100008222;http://dx.doi.org/10.13039/501100008222;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;163 RUE AUGUSTE BROUSSONET;;;34090;MONTPELLIER;France;;;;https://www.facebook.com/univmontpellier;https://twitter.com/umontpellier;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0342321N;https://www.fun-mooc.fr/universities/umontpellier/;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Montpellier;https://en.wikipedia.org/wiki/University_of_Montpellier;;;;;;;7yd5d;0341087X,0341088Y;;à l';Oui;Vague A
0755976N;Université de Paris;;Université;Public;Oui;Île-de-France>Paris;https://universiteparis2019.fr/;48.8512,2.34077;;;Q55849612;https://www.wikidata.org/entity/Q55849612;;;;;;;;;;;;;"https://www.legifrance.gouv.fr/affichTexte.do;jsessionid=C973A4E119CFA463D09B7F5AA52B9E2F.tplgfr27s_3?cidTexte=JORFTEXT000038252458&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000038251953";75056;Paris;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;12 rue de l'Ecole de Médecine;;;75006;PARIS;France;;;;;https://twitter.com/UnivParis2019;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Paris_(2019);;;;;;;;5cZyU;;dataesr::EPE01;à l';Oui;
0350936C;Université de Rennes 1;;Université;Public;Oui;Bretagne>Rennes>Ille-et-Vilaine>Rennes;http://www.univ-rennes1.fr/;48.1157,-1.67381;19350936100013;193509361;Q726595;https://www.wikidata.org/entity/Q726595;FR0062;015m7wh34;https://ror.org/015m7wh34;grid.410368.8;https://www.grid.ac/institutes/grid.410368.8;7257133;0000 0001 2191 9284;http://isni.org/isni/0000000121919284;501100007525;http://dx.doi.org/10.13039/501100007525;;;;35238;Rennes;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 RUE DU THABOR;;;35065;RENNES CEDEX;France;0223233636;;;https://www.facebook.com/UnivRennes1;https://twitter.com/UnivRennes1;;;;http://www.univ-rennes1.fr/bas-de-page/RSS/;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0350936C;https://www.fun-mooc.fr/universities/univrennes1/;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Rennes-I;https://en.wikipedia.org/wiki/University_of_Rennes_1;University of Rennes 1;;;;;;9wAap;;;à l';;Vague B
0781944P;Université de Versailles Saint-Quentin-en-Yvelines;;Université;Public;Oui;Île-de-France>Versailles>Yvelines>Paris>Versailles;http://www.uvsq.fr/;48.7996,2.1417;19781944400013;197819444;Q186638;https://www.wikidata.org/entity/Q186638;FR0229;03mkjjy25;https://ror.org/03mkjjy25;grid.12832.3a;https://www.grid.ac/institutes/grid.12832.3a;13889493;0000 0001 2323 0229;http://isni.org/isni/0000000123230229;;;;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;55 AVENUE DE PARIS;;;78035;VERSAILLES CEDEX;France;0139257800;;;https://www.facebook.com/UVSQ.78?ref=ts;https://twitter.com/uvsq;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0781944P;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Versailles-Saint-Quentin-en-Yvelines;https://en.wikipedia.org/wiki/Versailles_Saint-Quentin-en-Yvelines_University;Versailles Saint-Quentin-en-Yvelines University;;;;;;V13Pk;;;à l';;Vague E
0911975C;Université d'Évry-Val d'Essonne;;Université;Public;Oui;Île-de-France>Versailles>Essonne>Paris>Évry;http://www.univ-evry.fr/;48.6249,2.42643;19911975100014;199119751;Q1531014;https://www.wikidata.org/entity/Q1531014;FR0249;00e96v939;https://ror.org/00e96v939;grid.8390.2;https://www.grid.ac/institutes/grid.8390.2;5620618;0000 0001 2180 5818;http://isni.org/isni/0000000121805818;;;;;;91228;Évry;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;BOULEVARD FRANCOIS MITTERRAND;;;91025;EVRY CEDEX;France;0169477000;;;https://www.facebook.com/pages/Universit%C3%A9-dEvry-Val-dEssonne/3922258983;https://twitter.com/UnivEvry;;;;http://www.univ-evry.fr/modules/rss/fr/new/rss.xml?rubriques[]=l_universite&rubriques[]=l_universite%2Fpresentation_generale2&rubriques[]=l_universite%2Fpresentation_generale&rubriques[]=l_universite%2Forganisation_et_services&rubriques[]=l_universite%2Fc;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0911975C;;https://fr.wikipedia.org/wiki/Universit%C3%A9_d%27%C3%89vry-Val-d%27Essonne;https://en.wikipedia.org/wiki/University_of_%C3%89vry_Val_d'Essonne;University of Évry Val d'Essonne;;;;;;RN4E6;;;à l';;Vague E
0383546Y;Université Grenoble Alpes;;Université;Public;Oui;Auvergne-Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;;45.1918,5.76726;;;;;;;;;;;;;;;;;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000039306168&categorieLien=id;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;621 Avenue Centrale;;;38040;Saint-Martin-d'Hères;France;0457422142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Y7ch7;;;à l';Oui;Vague A
0772894C;Université Gustave Eiffel;;Université;Public;Oui;Île-de-France>Créteil>Seine-et-Marne>Paris>Champs-sur-Marne;;48.83915,2.58747;;;Q65153823;https://www.wikidata.org/entity/Q65153823;;;;;;;;;;;;;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000039508816&categorieLien=id;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;5 boulevard Descartes;;;77420;Champs-sur-Marne;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3Z5e6;;;à l';;Vague E
0341089Z;Université Montpellier 3 - Paul-Valéry;UPV;Université;Public;Oui;Occitanie>Montpellier>Hérault>Montpellier;http://www.univ-montp3.fr/;43.6326,3.86938;19341089100017;193410891;Q2912244;https://www.wikidata.org/entity/Q2912244;FR0055;00qhdy563;https://ror.org/00qhdy563;grid.440910.8;https://www.grid.ac/institutes/grid.440910.8;13835630;;;;;;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;ROUTE DE MENDE;;;34199;Montpellier CEDEX 5;France;0467142000;;;https://www.facebook.com/pages/Universit%C3%A9-Paul-Val%C3%A9ry-Montpellier-III/9111853389;https://twitter.com/univpaulvalery;;;;http://www.univ-montp3.fr/index.php?format=feed&type=rss;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0341089Z;;https://fr.wikipedia.org/wiki/Universit%C3%A9_Paul-Val%C3%A9ry-Montpellier;;Paul Valéry University, Montpellier 3;;;;;;1I7hJ;;;à l';;Vague A
